,index,LCLid,Enabled At,Disabled At,Duration
3514,827,1038,03-05-2012 09:00,28-02-2014 00:00,665 days 15:00:00
3513,828,1039,03-05-2012 09:00,28-02-2014 00:00,665 days 15:00:00
3515,829,1040,03-05-2012 09:00,28-02-2014 00:00,665 days 15:00:00
3510,830,1041,03-05-2012 09:00,28-02-2014 00:00,665 days 15:00:00
3516,831,1042,03-05-2012 09:00,28-02-2014 00:00,665 days 15:00:00
3511,832,1043,03-05-2012 09:00,28-02-2014 00:00,665 days 15:00:00
3512,833,1044,03-05-2012 09:00,28-02-2014 00:00,665 days 15:00:00
150,834,1045,03-05-2012 09:00,26-03-2013 23:30,327 days 14:30:00
161,835,1046,03-05-2012 09:30,09-04-2013 00:00,340 days 14:30:00
3509,836,1047,03-05-2012 09:30,28-02-2014 00:00,665 days 14:30:00
3508,837,1048,03-05-2012 09:30,28-02-2014 00:00,665 days 14:30:00
3507,838,1049,03-05-2012 10:00,28-02-2014 00:00,665 days 14:00:00
3506,839,1050,03-05-2012 10:00,28-02-2014 00:00,665 days 14:00:00
190,840,1051,03-05-2012 10:00,07-05-2013 00:00,368 days 14:00:00
3505,841,1052,03-05-2012 10:00,28-02-2014 00:00,665 days 14:00:00
3504,842,1053,03-05-2012 10:00,28-02-2014 00:00,665 days 14:00:00
3502,843,1054,03-05-2012 10:30,28-02-2014 00:00,665 days 13:30:00
3385,844,1055,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3386,845,1056,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3384,209,1057,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3376,846,1058,08-05-2012 10:00,28-02-2014 00:00,660 days 14:00:00
3375,847,1059,08-05-2012 10:00,28-02-2014 00:00,660 days 14:00:00
3374,848,1060,08-05-2012 10:00,28-02-2014 00:00,660 days 14:00:00
3373,849,1061,08-05-2012 10:00,28-02-2014 00:00,660 days 14:00:00
3372,850,1062,08-05-2012 10:00,28-02-2014 00:00,660 days 14:00:00
3371,851,1063,08-05-2012 10:00,28-02-2014 00:00,660 days 14:00:00
365,210,1064,08-05-2012 10:00,08-09-2013 23:30,488 days 13:30:00
52,852,1065,08-05-2012 10:00,18-12-2012 15:18,224 days 05:18:10
3364,853,1066,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3369,854,1067,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3370,855,1068,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3363,856,1069,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3365,857,1070,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3366,858,1071,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3362,859,1072,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3368,860,1073,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
54,211,1074,08-05-2012 10:30,20-12-2012 23:30,226 days 13:00:00
3367,212,1075,08-05-2012 10:30,28-02-2014 00:00,660 days 13:30:00
3353,861,1076,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3354,862,1077,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3355,863,1078,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3356,864,1079,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
621,865,1080,08-05-2012 11:00,21-09-2013 23:30,501 days 12:30:00
3357,866,1081,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
114,867,1082,08-05-2012 11:00,27-02-2013 00:00,294 days 13:00:00
3358,868,1083,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3360,869,1084,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3361,870,1085,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3351,871,1086,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3359,213,1087,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3352,872,1088,08-05-2012 11:00,28-02-2014 00:00,660 days 13:00:00
3350,873,1089,08-05-2012 11:30,28-02-2014 00:00,660 days 12:30:00
3344,874,1090,08-05-2012 11:30,28-02-2014 00:00,660 days 12:30:00
3348,214,1091,08-05-2012 11:30,28-02-2014 00:00,660 days 12:30:00
3349,215,1092,08-05-2012 11:30,28-02-2014 00:00,660 days 12:30:00
3347,875,1093,08-05-2012 11:30,28-02-2014 00:00,660 days 12:30:00
3346,876,1094,08-05-2012 11:30,28-02-2014 00:00,660 days 12:30:00
3345,877,1095,08-05-2012 11:30,28-02-2014 00:00,660 days 12:30:00
3335,216,1096,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3337,217,1097,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3343,878,1098,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3342,879,1099,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3341,880,1100,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
2583,881,1101,08-05-2012 12:30,14-02-2014 00:00,646 days 11:30:00
3338,218,1102,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3336,219,1103,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3340,882,1104,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3325,220,1105,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3339,883,1106,08-05-2012 12:30,28-02-2014 00:00,660 days 11:30:00
3328,221,1107,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3334,222,1108,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3329,884,1109,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3326,223,1110,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3330,885,1111,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3331,886,1112,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3332,887,1113,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
3333,888,1114,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
113,889,1115,08-05-2012 13:00,27-02-2013 00:00,294 days 11:00:00
1141,224,1116,08-05-2012 13:00,18-11-2013 23:30,559 days 10:30:00
3322,890,1117,08-05-2012 13:30,28-02-2014 00:00,660 days 10:30:00
3323,225,1118,08-05-2012 13:30,28-02-2014 00:00,660 days 10:30:00
3321,891,1119,08-05-2012 13:30,28-02-2014 00:00,660 days 10:30:00
3317,892,1120,09-05-2012 00:30,28-02-2014 00:00,659 days 23:30:00
3324,893,1121,08-05-2012 13:30,28-02-2014 00:00,660 days 10:30:00
323,894,1122,08-05-2012 13:30,17-08-2013 00:00,465 days 10:30:00
3320,895,1123,08-05-2012 14:00,28-02-2014 00:00,660 days 10:00:00
3319,896,1124,08-05-2012 14:00,28-02-2014 00:00,660 days 10:00:00
3318,897,1125,08-05-2012 14:30,28-02-2014 00:00,660 days 09:30:00
3314,898,1126,09-05-2012 08:30,28-02-2014 00:00,659 days 15:30:00
3315,899,1127,09-05-2012 08:30,28-02-2014 00:00,659 days 15:30:00
3316,900,1128,09-05-2012 08:30,28-02-2014 00:00,659 days 15:30:00
3313,226,1129,09-05-2012 09:00,28-02-2014 00:00,659 days 15:00:00
2055,901,1130,09-05-2012 09:00,29-01-2014 00:00,629 days 15:00:00
3309,902,1131,09-05-2012 09:00,28-02-2014 00:00,659 days 15:00:00
3312,227,1132,09-05-2012 09:00,28-02-2014 00:00,659 days 15:00:00
3308,228,1133,09-05-2012 09:00,28-02-2014 00:00,659 days 15:00:00
112,903,1134,09-05-2012 09:00,27-02-2013 00:00,293 days 15:00:00
3310,904,1135,09-05-2012 09:00,28-02-2014 00:00,659 days 15:00:00
766,229,1136,09-05-2012 09:00,30-09-2013 00:00,508 days 15:00:00
3311,905,1137,09-05-2012 09:00,28-02-2014 00:00,659 days 15:00:00
3305,906,1138,09-05-2012 09:30,28-02-2014 00:00,659 days 14:30:00
1722,907,1139,09-05-2012 09:00,08-01-2014 00:00,608 days 15:00:00
3306,908,1140,09-05-2012 09:30,28-02-2014 00:00,659 days 14:30:00
3304,230,1141,09-05-2012 09:30,28-02-2014 00:00,659 days 14:30:00
3307,231,1142,09-05-2012 09:30,28-02-2014 00:00,659 days 14:30:00
3303,232,1143,09-05-2012 09:30,28-02-2014 00:00,659 days 14:30:00
3301,909,1144,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
3299,910,1145,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
3302,911,1146,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
993,233,1147,09-05-2012 10:00,13-10-2013 23:30,522 days 13:30:00
3295,912,1148,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
3296,913,1149,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
0,914,1150,18-12-2012 15:18,18-12-2012 15:18,0 days 00:00:00
3300,915,1151,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
3297,916,1152,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
3298,917,1153,09-05-2012 10:00,28-02-2014 00:00,659 days 14:00:00
3293,918,1154,09-05-2012 10:30,28-02-2014 00:00,659 days 13:30:00
944,919,1155,09-05-2012 10:30,12-10-2013 00:00,520 days 13:30:00
3294,234,1156,09-05-2012 10:30,28-02-2014 00:00,659 days 13:30:00
3292,920,1157,09-05-2012 10:30,28-02-2014 00:00,659 days 13:30:00
218,921,1158,09-05-2012 11:00,11-06-2013 00:00,397 days 13:00:00
3291,922,1159,09-05-2012 11:00,28-02-2014 00:00,659 days 13:00:00
3290,923,1160,09-05-2012 11:00,28-02-2014 00:00,659 days 13:00:00
3289,924,1161,09-05-2012 11:00,28-02-2014 00:00,659 days 13:00:00
2164,925,1162,09-05-2012 11:00,04-02-2014 00:00,635 days 13:00:00
3285,926,1163,09-05-2012 11:30,28-02-2014 00:00,659 days 12:30:00
3288,927,1164,09-05-2012 11:00,28-02-2014 00:00,659 days 13:00:00
3283,235,1165,09-05-2012 11:30,28-02-2014 00:00,659 days 12:30:00
3286,236,1166,09-05-2012 11:30,28-02-2014 00:00,659 days 12:30:00
3284,928,1167,09-05-2012 11:30,28-02-2014 00:00,659 days 12:30:00
3287,929,1168,09-05-2012 11:30,28-02-2014 00:00,659 days 12:30:00
3278,237,1169,09-05-2012 12:00,28-02-2014 00:00,659 days 12:00:00
3279,930,1170,09-05-2012 12:00,28-02-2014 00:00,659 days 12:00:00
3280,931,1171,09-05-2012 12:00,28-02-2014 00:00,659 days 12:00:00
3281,932,1172,09-05-2012 12:00,28-02-2014 00:00,659 days 12:00:00
3282,933,1173,09-05-2012 12:00,28-02-2014 00:00,659 days 12:00:00
1892,934,1174,09-05-2012 12:30,23-01-2014 00:00,623 days 11:30:00
147,935,1175,09-05-2012 12:30,31-03-2013 00:00,325 days 11:30:00
3277,936,1176,09-05-2012 12:30,28-02-2014 00:00,659 days 11:30:00
3276,937,1177,09-05-2012 13:00,28-02-2014 00:00,659 days 11:00:00
3275,938,1178,09-05-2012 13:00,28-02-2014 00:00,659 days 11:00:00
3274,238,1179,09-05-2012 13:30,28-02-2014 00:00,659 days 10:30:00
2983,939,1180,09-05-2012 13:30,22-02-2014 00:00,653 days 10:30:00
2745,940,1181,09-05-2012 13:30,17-02-2014 00:00,648 days 10:30:00
2777,239,1182,09-05-2012 13:30,19-02-2014 00:00,650 days 10:30:00
3273,941,1183,09-05-2012 13:30,28-02-2014 00:00,659 days 10:30:00
3271,942,1184,09-05-2012 14:00,28-02-2014 00:00,659 days 10:00:00
3163,943,1185,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3160,944,1186,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3159,945,1187,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3158,946,1188,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3157,947,1189,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3155,948,1190,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3154,949,1191,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3153,950,1192,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3151,951,1193,11-05-2012 12:30,28-02-2014 00:00,657 days 11:30:00
3152,952,1194,11-05-2012 12:30,28-02-2014 00:00,657 days 11:30:00
3150,953,1195,11-05-2012 12:30,28-02-2014 00:00,657 days 11:30:00
80,954,1196,11-05-2012 12:30,30-01-2013 00:00,263 days 11:30:00
3149,955,1197,11-05-2012 12:30,28-02-2014 00:00,657 days 11:30:00
3148,956,1198,11-05-2012 12:30,28-02-2014 00:00,657 days 11:30:00
3147,957,1199,11-05-2012 13:30,28-02-2014 00:00,657 days 10:30:00
3145,958,1200,11-05-2012 13:30,28-02-2014 00:00,657 days 10:30:00
111,959,1201,11-05-2012 13:30,27-02-2013 00:00,291 days 10:30:00
3146,240,1202,11-05-2012 13:30,28-02-2014 00:00,657 days 10:30:00
3144,960,1203,11-05-2012 14:00,28-02-2014 00:00,657 days 10:00:00
3143,961,1204,11-05-2012 14:30,28-02-2014 00:00,657 days 09:30:00
3140,962,1205,12-05-2012 08:30,28-02-2014 00:00,656 days 15:30:00
3139,241,1206,12-05-2012 08:30,28-02-2014 00:00,656 days 15:30:00
248,963,1207,12-05-2012 09:00,03-07-2013 00:00,416 days 15:00:00
3138,964,1208,12-05-2012 09:00,28-02-2014 00:00,656 days 15:00:00
3137,242,1209,12-05-2012 09:30,28-02-2014 00:00,656 days 14:30:00
3136,965,1210,12-05-2012 09:30,28-02-2014 00:00,656 days 14:30:00
1158,966,1211,12-05-2012 10:00,05-12-2013 00:00,571 days 14:00:00
3135,967,1212,12-05-2012 10:00,28-02-2014 00:00,656 days 14:00:00
3134,968,1213,12-05-2012 10:30,28-02-2014 00:00,656 days 13:30:00
3133,969,1214,12-05-2012 10:30,28-02-2014 00:00,656 days 13:30:00
3132,970,1215,12-05-2012 11:00,28-02-2014 00:00,656 days 13:00:00
3131,971,1216,12-05-2012 11:30,28-02-2014 00:00,656 days 12:30:00
3130,972,1217,12-05-2012 11:30,28-02-2014 00:00,656 days 12:30:00
3128,973,1218,12-05-2012 13:00,28-02-2014 00:00,656 days 11:00:00
3129,243,1219,12-05-2012 13:00,28-02-2014 00:00,656 days 11:00:00
3127,974,1220,12-05-2012 15:00,28-02-2014 00:00,656 days 09:00:00
3125,975,1221,14-05-2012 08:00,28-02-2014 00:00,654 days 16:00:00
3123,244,1222,14-05-2012 08:00,28-02-2014 00:00,654 days 16:00:00
3115,976,1223,14-05-2012 08:30,28-02-2014 00:00,654 days 15:30:00
95,977,1224,14-05-2012 08:30,13-02-2013 00:00,274 days 15:30:00
3119,978,1225,14-05-2012 08:30,28-02-2014 00:00,654 days 15:30:00
3121,979,1226,14-05-2012 08:30,28-02-2014 00:00,654 days 15:30:00
3118,980,1227,14-05-2012 08:30,28-02-2014 00:00,654 days 15:30:00
3116,245,1228,14-05-2012 08:30,28-02-2014 00:00,654 days 15:30:00
47,981,1229,14-05-2012 08:30,18-12-2012 15:18,218 days 06:48:45
3124,982,1230,14-05-2012 08:00,28-02-2014 00:00,654 days 16:00:00
128,983,1231,14-05-2012 08:00,19-03-2013 00:00,308 days 16:00:00
3126,246,1232,14-05-2012 08:00,28-02-2014 00:00,654 days 16:00:00
3117,984,1233,14-05-2012 08:30,28-02-2014 00:00,654 days 15:30:00
3122,985,1234,14-05-2012 08:00,28-02-2014 00:00,654 days 16:00:00
3120,986,1235,14-05-2012 08:30,28-02-2014 00:00,654 days 15:30:00
3114,987,1236,14-05-2012 09:00,28-02-2014 00:00,654 days 15:00:00
3113,988,1237,14-05-2012 09:00,28-02-2014 00:00,654 days 15:00:00
3112,989,1238,14-05-2012 09:00,28-02-2014 00:00,654 days 15:00:00
3111,990,1239,14-05-2012 09:00,28-02-2014 00:00,654 days 15:00:00
3102,991,1240,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
3110,992,1241,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
3106,993,1242,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
3104,994,1243,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
3107,995,1244,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
50,247,1245,14-05-2012 09:30,20-12-2012 23:30,220 days 14:00:00
3103,248,1246,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
3105,996,1247,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
3108,997,1248,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
3109,998,1249,14-05-2012 09:30,28-02-2014 00:00,654 days 14:30:00
2260,999,1250,14-05-2012 09:30,11-02-2014 00:00,637 days 14:30:00
3097,1000,1251,14-05-2012 10:00,28-02-2014 00:00,654 days 14:00:00
3098,1001,1252,14-05-2012 10:00,28-02-2014 00:00,654 days 14:00:00
3099,1002,1253,14-05-2012 10:00,28-02-2014 00:00,654 days 14:00:00
3096,249,1254,14-05-2012 10:00,28-02-2014 00:00,654 days 14:00:00
3100,1003,1255,14-05-2012 10:00,28-02-2014 00:00,654 days 14:00:00
3094,1004,1256,14-05-2012 10:30,28-02-2014 00:00,654 days 13:30:00
3101,1005,1257,14-05-2012 10:00,28-02-2014 00:00,654 days 14:00:00
317,1006,1258,14-05-2012 10:30,16-08-2013 00:00,458 days 13:30:00
3092,1007,1259,14-05-2012 10:30,28-02-2014 00:00,654 days 13:30:00
3091,1008,1260,14-05-2012 10:30,28-02-2014 00:00,654 days 13:30:00
3090,1009,1261,14-05-2012 10:30,28-02-2014 00:00,654 days 13:30:00
3093,1010,1262,14-05-2012 10:30,28-02-2014 00:00,654 days 13:30:00
3095,1011,1263,14-05-2012 10:30,28-02-2014 00:00,654 days 13:30:00
3083,250,1264,14-05-2012 11:00,28-02-2014 00:00,654 days 13:00:00
2005,1012,1265,14-05-2012 10:30,01-02-2014 00:00,627 days 13:30:00
3089,1013,1266,14-05-2012 11:00,28-02-2014 00:00,654 days 13:00:00
3086,1014,1267,14-05-2012 11:00,28-02-2014 00:00,654 days 13:00:00
3087,1015,1268,14-05-2012 11:00,28-02-2014 00:00,654 days 13:00:00
3088,1016,1269,14-05-2012 11:00,28-02-2014 00:00,654 days 13:00:00
3084,251,1270,14-05-2012 11:00,28-02-2014 00:00,654 days 13:00:00
3085,1017,1271,14-05-2012 11:00,28-02-2014 00:00,654 days 13:00:00
3077,1018,1272,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
3072,1019,1273,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
3075,252,1274,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
3081,1020,1275,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
3082,1021,1276,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
3080,1022,1277,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
46,1023,1278,14-05-2012 11:30,18-12-2012 15:18,218 days 03:48:50
2424,253,1279,14-05-2012 11:30,17-02-2014 00:00,643 days 12:30:00
3079,1024,1280,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
206,254,1281,14-05-2012 11:30,09-06-2013 23:30,391 days 12:00:00
3073,1025,1282,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
3078,1026,1283,14-05-2012 11:30,28-02-2014 00:00,654 days 12:30:00
94,1027,1284,14-05-2012 11:30,12-02-2013 00:00,273 days 12:30:00
3069,255,1285,14-05-2012 12:00,28-02-2014 00:00,654 days 12:00:00
3071,1028,1286,14-05-2012 12:00,28-02-2014 00:00,654 days 12:00:00
108,1029,1287,14-05-2012 12:00,27-02-2013 00:00,288 days 12:00:00
1137,1030,1288,14-05-2012 12:00,23-11-2013 00:00,557 days 12:00:00
3068,1031,1289,14-05-2012 12:00,28-02-2014 00:00,654 days 12:00:00
74,256,1290,14-05-2012 12:00,21-01-2013 23:30,252 days 11:30:00
3070,1032,1291,14-05-2012 12:00,28-02-2014 00:00,654 days 12:00:00
3062,1033,1292,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
3060,1034,1293,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
3061,1035,1294,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
3067,1036,1295,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
3064,1037,1296,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
3066,257,1297,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
3063,1038,1298,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
3065,258,1299,14-05-2012 12:30,28-02-2014 00:00,654 days 11:30:00
45,1039,1300,14-05-2012 12:30,18-12-2012 15:18,218 days 02:48:53
3059,1040,1301,14-05-2012 13:00,28-02-2014 00:00,654 days 11:00:00
3058,1041,1302,14-05-2012 13:00,28-02-2014 00:00,654 days 11:00:00
3057,259,1303,14-05-2012 13:00,28-02-2014 00:00,654 days 11:00:00
1612,1042,1304,15-05-2012 00:30,08-01-2014 00:00,602 days 23:30:00
3055,260,1305,14-05-2012 14:00,28-02-2014 00:00,654 days 10:00:00
3056,1043,1306,14-05-2012 14:00,28-02-2014 00:00,654 days 10:00:00
3054,1044,1307,14-05-2012 14:30,28-02-2014 00:00,654 days 09:30:00
3052,1045,1308,14-05-2012 16:00,28-02-2014 00:00,654 days 08:00:00
3051,1046,1309,15-05-2012 07:30,28-02-2014 00:00,653 days 16:30:00
3050,1047,1310,15-05-2012 07:30,28-02-2014 00:00,653 days 16:30:00
106,1048,1311,15-05-2012 08:30,27-02-2013 00:00,287 days 15:30:00
3042,1049,1312,15-05-2012 08:30,28-02-2014 00:00,653 days 15:30:00
3041,1050,1313,15-05-2012 08:30,28-02-2014 00:00,653 days 15:30:00
3044,1051,1314,15-05-2012 08:30,28-02-2014 00:00,653 days 15:30:00
2914,1052,1315,17-05-2012 00:30,28-02-2014 00:00,651 days 23:30:00
2928,1053,1316,16-05-2012 12:30,28-02-2014 00:00,652 days 11:30:00
2929,1054,1317,16-05-2012 12:30,28-02-2014 00:00,652 days 11:30:00
2927,261,1318,16-05-2012 12:30,28-02-2014 00:00,652 days 11:30:00
2924,262,1319,16-05-2012 13:00,28-02-2014 00:00,652 days 11:00:00
2915,1055,1320,17-05-2012 00:30,28-02-2014 00:00,651 days 23:30:00
2925,1056,1321,16-05-2012 13:00,28-02-2014 00:00,652 days 11:00:00
2923,263,1322,16-05-2012 13:00,28-02-2014 00:00,652 days 11:00:00
2926,1057,1323,16-05-2012 13:00,28-02-2014 00:00,652 days 11:00:00
2922,1058,1324,16-05-2012 13:30,28-02-2014 00:00,652 days 10:30:00
2920,1059,1325,16-05-2012 14:00,28-02-2014 00:00,652 days 10:00:00
2921,1060,1326,16-05-2012 13:30,28-02-2014 00:00,652 days 10:30:00
2918,1061,1327,16-05-2012 14:30,28-02-2014 00:00,652 days 09:30:00
2919,1062,1328,16-05-2012 14:30,28-02-2014 00:00,652 days 09:30:00
2917,1063,1329,16-05-2012 15:00,28-02-2014 00:00,652 days 09:00:00
2890,1064,1330,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2886,1065,1331,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2906,1066,1332,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
40,1067,1333,17-05-2012 11:00,18-12-2012 15:19,215 days 04:19:11
2878,1068,1334,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2897,264,1335,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2880,265,1336,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2877,1069,1337,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
58,1070,1338,17-05-2012 11:00,10-01-2013 00:00,237 days 13:00:00
2876,1071,1339,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2875,1072,1340,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2874,1073,1341,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
1133,1074,1342,17-05-2012 11:00,23-11-2013 23:30,555 days 12:30:00
2881,266,1343,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2885,1075,1344,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2887,1076,1345,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
1925,1077,1346,17-05-2012 11:00,01-02-2014 00:00,624 days 13:00:00
250,1078,1347,17-05-2012 11:00,09-07-2013 00:00,417 days 13:00:00
2889,1079,1348,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2904,1080,1349,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
1138,1081,1350,17-05-2012 11:00,26-11-2013 00:00,557 days 13:00:00
2882,267,1351,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2883,268,1352,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2903,1082,1353,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2902,1083,1354,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2888,1084,1355,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2901,1085,1356,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2900,1086,1357,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2899,1087,1358,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2898,1088,1359,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2884,269,1360,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2905,1089,1361,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2896,1090,1362,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2895,1091,1363,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2879,270,1364,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2894,1092,1365,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
314,271,1366,17-05-2012 11:00,16-08-2013 00:00,455 days 13:00:00
2893,1093,1367,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2892,1094,1368,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
239,272,1369,17-05-2012 11:00,02-07-2013 23:30,411 days 12:30:00
2891,1095,1370,17-05-2012 11:00,28-02-2014 00:00,651 days 13:00:00
2868,1096,1371,17-05-2012 11:30,28-02-2014 00:00,651 days 12:30:00
2867,273,1372,17-05-2012 11:30,28-02-2014 00:00,651 days 12:30:00
2869,1097,1373,17-05-2012 11:30,28-02-2014 00:00,651 days 12:30:00
2870,1098,1374,17-05-2012 11:30,28-02-2014 00:00,651 days 12:30:00
2872,1099,1375,17-05-2012 11:30,28-02-2014 00:00,651 days 12:30:00
2873,1100,1376,17-05-2012 11:30,28-02-2014 00:00,651 days 12:30:00
2865,1101,1377,17-05-2012 12:00,28-02-2014 00:00,651 days 12:00:00
2864,1102,1378,17-05-2012 12:00,28-02-2014 00:00,651 days 12:00:00
2863,1103,1379,17-05-2012 12:00,28-02-2014 00:00,651 days 12:00:00
2862,1104,1380,17-05-2012 12:00,28-02-2014 00:00,651 days 12:00:00
2594,1105,1381,17-05-2012 12:00,23-02-2014 00:00,646 days 12:00:00
2860,1106,1382,17-05-2012 12:30,28-02-2014 00:00,651 days 11:30:00
2866,274,1383,17-05-2012 12:00,28-02-2014 00:00,651 days 12:00:00
2861,1107,1384,17-05-2012 12:30,28-02-2014 00:00,651 days 11:30:00
