,index,LCLid,Enabled At,Disabled At,Duration
659,0,2,12-10-2012 00:30,28-02-2014 00:00,503 days 23:30:00
4899,1,3,20-02-2012 13:00,28-02-2014 00:00,738 days 11:00:00
3327,2,4,08-05-2012 13:00,28-02-2014 00:00,660 days 11:00:00
2204,0,5,01-06-2012 10:30,28-02-2014 00:00,636 days 13:30:00
5070,3,6,30-01-2012 11:30,28-02-2014 00:00,759 days 12:30:00
970,4,7,24-09-2012 12:00,28-02-2014 00:00,521 days 12:00:00
1122,5,8,05-05-2012 09:00,30-10-2013 00:00,542 days 15:00:00
1015,6,9,20-09-2012 10:00,28-02-2014 00:00,525 days 14:00:00
966,7,10,24-09-2012 12:30,28-02-2014 00:00,521 days 11:30:00
485,8,11,22-10-2012 11:00,28-02-2014 00:00,493 days 13:00:00
842,9,12,02-10-2012 09:30,28-02-2014 00:00,513 days 14:30:00
1776,10,13,21-06-2012 07:30,28-02-2014 00:00,616 days 16:30:00
611,1,14,15-10-2012 11:30,28-02-2014 00:00,500 days 12:30:00
5454,2,15,06-12-2011 13:00,28-02-2014 00:00,814 days 11:00:00
232,11,16,06-12-2011 13:00,16-01-2013 00:00,406 days 11:00:00
5453,3,17,06-12-2011 15:30,28-02-2014 00:00,814 days 08:30:00
5452,12,18,07-12-2011 09:30,28-02-2014 00:00,813 days 14:30:00
5436,13,19,07-12-2011 15:00,28-02-2014 00:00,813 days 09:00:00
5451,14,20,07-12-2011 09:30,28-02-2014 00:00,813 days 14:30:00
5450,15,21,07-12-2011 10:00,28-02-2014 00:00,813 days 14:00:00
5449,16,22,07-12-2011 10:00,28-02-2014 00:00,813 days 14:00:00
5448,17,23,07-12-2011 10:30,28-02-2014 00:00,813 days 13:30:00
5446,18,24,07-12-2011 11:00,28-02-2014 00:00,813 days 13:00:00
5445,19,25,07-12-2011 11:00,28-02-2014 00:00,813 days 13:00:00
5447,20,26,07-12-2011 11:00,28-02-2014 00:00,813 days 13:00:00
5444,21,27,07-12-2011 11:30,28-02-2014 00:00,813 days 12:30:00
3703,22,28,07-12-2011 11:30,07-10-2013 00:00,669 days 12:30:00
5443,23,29,07-12-2011 11:30,28-02-2014 00:00,813 days 12:30:00
5442,24,30,07-12-2011 11:30,28-02-2014 00:00,813 days 12:30:00
5441,4,31,07-12-2011 12:00,28-02-2014 00:00,813 days 12:00:00
5440,25,32,07-12-2011 12:30,28-02-2014 00:00,813 days 11:30:00
5438,26,33,07-12-2011 13:00,28-02-2014 00:00,813 days 11:00:00
5439,27,34,07-12-2011 13:00,28-02-2014 00:00,813 days 11:00:00
5437,28,35,07-12-2011 13:00,28-02-2014 00:00,813 days 11:00:00
5435,29,36,07-12-2011 15:00,28-02-2014 00:00,813 days 09:00:00
5434,30,37,07-12-2011 16:00,28-02-2014 00:00,813 days 08:00:00
5433,31,38,08-12-2011 09:00,28-02-2014 00:00,812 days 15:00:00
5432,32,39,08-12-2011 10:00,28-02-2014 00:00,812 days 14:00:00
5431,33,40,08-12-2011 10:30,28-02-2014 00:00,812 days 13:30:00
5430,34,41,08-12-2011 10:30,28-02-2014 00:00,812 days 13:30:00
5428,35,42,08-12-2011 11:00,28-02-2014 00:00,812 days 13:00:00
5429,36,43,08-12-2011 11:00,28-02-2014 00:00,812 days 13:00:00
5427,5,44,08-12-2011 11:30,28-02-2014 00:00,812 days 12:30:00
5426,37,45,08-12-2011 11:30,28-02-2014 00:00,812 days 12:30:00
5425,6,46,08-12-2011 11:30,28-02-2014 00:00,812 days 12:30:00
5423,38,47,08-12-2011 12:30,28-02-2014 00:00,812 days 11:30:00
5424,7,48,08-12-2011 12:30,28-02-2014 00:00,812 days 11:30:00
5422,39,49,08-12-2011 14:00,28-02-2014 00:00,812 days 10:00:00
506,40,50,08-12-2011 14:00,17-04-2013 00:00,495 days 10:00:00
5421,8,51,08-12-2011 14:30,28-02-2014 00:00,812 days 09:30:00
5420,9,52,08-12-2011 15:00,28-02-2014 00:00,812 days 09:00:00
5418,41,53,09-12-2011 09:00,28-02-2014 00:00,811 days 15:00:00
5419,42,54,09-12-2011 09:00,28-02-2014 00:00,811 days 15:00:00
5416,43,55,09-12-2011 09:30,28-02-2014 00:00,811 days 14:30:00
5417,44,56,09-12-2011 09:30,28-02-2014 00:00,811 days 14:30:00
5415,45,57,09-12-2011 10:00,28-02-2014 00:00,811 days 14:00:00
5414,46,58,09-12-2011 10:00,28-02-2014 00:00,811 days 14:00:00
5413,47,59,09-12-2011 10:00,28-02-2014 00:00,811 days 14:00:00
5412,48,60,09-12-2011 10:30,28-02-2014 00:00,811 days 13:30:00
5409,49,61,09-12-2011 11:30,28-02-2014 00:00,811 days 12:30:00
5410,50,62,09-12-2011 11:00,28-02-2014 00:00,811 days 13:00:00
3076,51,63,09-12-2011 11:00,23-09-2013 23:30,654 days 12:30:00
5411,10,64,09-12-2011 11:00,28-02-2014 00:00,811 days 13:00:00
1168,11,65,09-12-2011 11:30,07-07-2013 23:30,576 days 12:00:00
5408,52,66,09-12-2011 11:30,28-02-2014 00:00,811 days 12:30:00
5407,53,67,09-12-2011 12:00,28-02-2014 00:00,811 days 12:00:00
5406,54,68,09-12-2011 13:00,28-02-2014 00:00,811 days 11:00:00
5405,55,69,09-12-2011 14:30,28-02-2014 00:00,811 days 09:30:00
5404,56,70,10-12-2011 09:00,28-02-2014 00:00,810 days 15:00:00
699,12,71,10-12-2011 09:30,28-04-2013 23:30,505 days 14:00:00
5403,57,72,10-12-2011 09:30,28-02-2014 00:00,810 days 14:30:00
5402,58,73,10-12-2011 09:30,28-02-2014 00:00,810 days 14:30:00
5401,59,74,10-12-2011 09:30,28-02-2014 00:00,810 days 14:30:00
5400,13,75,10-12-2011 09:30,28-02-2014 00:00,810 days 14:30:00
5399,14,76,10-12-2011 10:30,28-02-2014 00:00,810 days 13:30:00
5398,60,77,10-12-2011 11:00,28-02-2014 00:00,810 days 13:00:00
5397,61,78,10-12-2011 11:00,28-02-2014 00:00,810 days 13:00:00
5396,62,79,10-12-2011 11:00,28-02-2014 00:00,810 days 13:00:00
1111,63,80,10-12-2011 11:30,29-05-2013 00:00,535 days 12:30:00
5395,64,81,10-12-2011 12:00,28-02-2014 00:00,810 days 12:00:00
5393,15,82,10-12-2011 12:30,28-02-2014 00:00,810 days 11:30:00
5394,65,83,10-12-2011 12:30,28-02-2014 00:00,810 days 11:30:00
5392,66,84,10-12-2011 13:30,28-02-2014 00:00,810 days 10:30:00
5390,67,85,10-12-2011 14:30,28-02-2014 00:00,810 days 09:30:00
5391,68,86,10-12-2011 14:30,28-02-2014 00:00,810 days 09:30:00
5389,69,87,12-12-2011 09:30,28-02-2014 00:00,808 days 14:30:00
5388,16,88,12-12-2011 10:00,28-02-2014 00:00,808 days 14:00:00
5387,70,89,12-12-2011 10:00,28-02-2014 00:00,808 days 14:00:00
5386,71,90,12-12-2011 10:00,28-02-2014 00:00,808 days 14:00:00
5383,72,91,12-12-2011 11:00,28-02-2014 00:00,808 days 13:00:00
5385,73,92,12-12-2011 10:30,28-02-2014 00:00,808 days 13:30:00
5382,74,93,12-12-2011 11:00,28-02-2014 00:00,808 days 13:00:00
5384,75,94,12-12-2011 11:00,28-02-2014 00:00,808 days 13:00:00
3170,76,95,12-12-2011 11:00,30-09-2013 00:00,657 days 13:00:00
5381,77,96,12-12-2011 11:30,28-02-2014 00:00,808 days 12:30:00
5380,78,97,12-12-2011 11:30,28-02-2014 00:00,808 days 12:30:00
5379,79,98,12-12-2011 12:00,28-02-2014 00:00,808 days 12:00:00
5378,80,99,12-12-2011 13:00,28-02-2014 00:00,808 days 11:00:00
5377,81,100,12-12-2011 13:30,28-02-2014 00:00,808 days 10:30:00
5376,82,101,12-12-2011 19:00,28-02-2014 00:00,808 days 05:00:00
5262,83,102,22-12-2011 00:30,28-02-2014 00:00,798 days 23:30:00
4625,84,103,13-12-2011 09:00,23-11-2013 23:30,711 days 14:30:00
5375,85,104,13-12-2011 09:30,28-02-2014 00:00,807 days 14:30:00
5224,86,105,13-12-2011 10:00,12-02-2014 00:00,791 days 14:00:00
5373,17,106,13-12-2011 10:30,28-02-2014 00:00,807 days 13:30:00
5374,18,107,13-12-2011 10:30,28-02-2014 00:00,807 days 13:30:00
5371,87,108,13-12-2011 13:30,28-02-2014 00:00,807 days 10:30:00
5372,19,109,13-12-2011 13:30,28-02-2014 00:00,807 days 10:30:00
5370,88,110,13-12-2011 14:30,28-02-2014 00:00,807 days 09:30:00
5362,89,111,15-12-2011 00:30,28-02-2014 00:00,805 days 23:30:00
5369,90,112,14-12-2011 10:00,28-02-2014 00:00,806 days 14:00:00
5368,91,113,14-12-2011 10:00,28-02-2014 00:00,806 days 14:00:00
244,92,114,14-12-2011 10:00,30-01-2013 00:00,412 days 14:00:00
5367,93,115,14-12-2011 11:00,28-02-2014 00:00,806 days 13:00:00
5366,94,116,14-12-2011 11:30,28-02-2014 00:00,806 days 12:30:00
5365,95,117,14-12-2011 12:00,28-02-2014 00:00,806 days 12:00:00
5364,96,118,14-12-2011 13:00,28-02-2014 00:00,806 days 11:00:00
4825,97,119,29-02-2012 00:30,28-02-2014 00:00,729 days 23:30:00
1707,98,120,14-12-2011 14:00,12-08-2013 00:00,606 days 10:00:00
5363,99,121,14-12-2011 14:00,28-02-2014 00:00,806 days 10:00:00
5361,100,122,15-12-2011 09:30,28-02-2014 00:00,805 days 14:30:00
5360,101,123,15-12-2011 10:00,28-02-2014 00:00,805 days 14:00:00
5358,20,124,15-12-2011 10:00,28-02-2014 00:00,805 days 14:00:00
5359,102,125,15-12-2011 10:00,28-02-2014 00:00,805 days 14:00:00
5357,103,126,15-12-2011 10:30,28-02-2014 00:00,805 days 13:30:00
5354,104,127,15-12-2011 11:00,28-02-2014 00:00,805 days 13:00:00
5355,105,128,15-12-2011 11:00,28-02-2014 00:00,805 days 13:00:00
5356,106,129,15-12-2011 11:00,28-02-2014 00:00,805 days 13:00:00
5353,107,130,15-12-2011 11:30,28-02-2014 00:00,805 days 12:30:00
5350,108,131,15-12-2011 13:00,28-02-2014 00:00,805 days 11:00:00
5351,109,132,15-12-2011 13:00,28-02-2014 00:00,805 days 11:00:00
5352,110,133,15-12-2011 13:00,28-02-2014 00:00,805 days 11:00:00
213,111,134,15-12-2011 13:30,15-01-2013 00:00,396 days 10:30:00
277,112,135,15-12-2011 14:00,21-02-2013 00:00,433 days 10:00:00
288,113,136,15-12-2011 14:00,25-02-2013 00:00,437 days 10:00:00
5348,114,137,15-12-2011 14:30,28-02-2014 00:00,805 days 09:30:00
5349,115,138,15-12-2011 14:30,28-02-2014 00:00,805 days 09:30:00
3053,21,139,15-12-2011 15:30,30-09-2013 00:00,654 days 08:30:00
5347,116,140,16-12-2011 08:30,28-02-2014 00:00,804 days 15:30:00
5346,22,141,16-12-2011 09:30,28-02-2014 00:00,804 days 14:30:00
273,117,142,16-12-2011 09:30,16-02-2013 23:30,428 days 14:00:00
5345,118,143,16-12-2011 10:00,28-02-2014 00:00,804 days 14:00:00
2394,119,144,16-12-2011 10:30,18-09-2013 00:00,641 days 13:30:00
5568,120,145,23-11-2011 09:00,28-02-2014 00:00,827 days 15:00:00
258,23,146,23-11-2011 09:00,18-01-2013 23:30,422 days 14:30:00
5567,24,147,23-11-2011 10:00,28-02-2014 00:00,827 days 14:00:00
5566,121,148,23-11-2011 10:00,28-02-2014 00:00,827 days 14:00:00
5565,122,149,23-11-2011 10:00,28-02-2014 00:00,827 days 14:00:00
5564,123,150,23-11-2011 10:00,28-02-2014 00:00,827 days 14:00:00
5563,124,151,23-11-2011 11:00,28-02-2014 00:00,827 days 13:00:00
5562,125,152,23-11-2011 12:00,28-02-2014 00:00,827 days 12:00:00
5561,126,153,23-11-2011 12:00,28-02-2014 00:00,827 days 12:00:00
1112,127,154,23-11-2011 12:30,13-05-2013 00:00,536 days 11:30:00
5560,128,155,23-11-2011 13:00,28-02-2014 00:00,827 days 11:00:00
5559,129,156,23-11-2011 13:00,28-02-2014 00:00,827 days 11:00:00
5558,130,157,23-11-2011 13:30,28-02-2014 00:00,827 days 10:30:00
5557,25,158,24-11-2011 08:30,28-02-2014 00:00,826 days 15:30:00
5555,131,159,24-11-2011 10:00,28-02-2014 00:00,826 days 14:00:00
5556,132,160,24-11-2011 10:00,28-02-2014 00:00,826 days 14:00:00
339,133,161,24-11-2011 10:30,13-03-2013 00:00,474 days 13:30:00
5554,134,162,24-11-2011 11:00,28-02-2014 00:00,826 days 13:00:00
5552,135,163,24-11-2011 12:00,28-02-2014 00:00,826 days 12:00:00
5237,136,164,24-11-2011 12:00,27-01-2014 00:00,794 days 12:00:00
5553,26,165,24-11-2011 12:00,28-02-2014 00:00,826 days 12:00:00
5551,137,166,24-11-2011 12:30,28-02-2014 00:00,826 days 11:30:00
5550,138,167,24-11-2011 13:00,28-02-2014 00:00,826 days 11:00:00
5548,139,168,24-11-2011 13:30,28-02-2014 00:00,826 days 10:30:00
5549,140,169,24-11-2011 13:30,28-02-2014 00:00,826 days 10:30:00
5547,27,170,25-11-2011 09:00,28-02-2014 00:00,825 days 15:00:00
5546,141,171,25-11-2011 10:00,28-02-2014 00:00,825 days 14:00:00
2168,142,172,25-11-2011 10:30,22-08-2013 00:00,635 days 13:30:00
5545,28,173,25-11-2011 11:00,28-02-2014 00:00,825 days 13:00:00
5544,143,174,25-11-2011 11:30,28-02-2014 00:00,825 days 12:30:00
5543,144,175,25-11-2011 12:00,28-02-2014 00:00,825 days 12:00:00
5542,145,176,25-11-2011 12:30,28-02-2014 00:00,825 days 11:30:00
5541,146,177,26-11-2011 09:30,28-02-2014 00:00,824 days 14:30:00
5540,147,178,26-11-2011 09:30,28-02-2014 00:00,824 days 14:30:00
5539,148,179,26-11-2011 10:00,28-02-2014 00:00,824 days 14:00:00
5538,149,180,26-11-2011 10:30,28-02-2014 00:00,824 days 13:30:00
5537,150,181,26-11-2011 10:30,28-02-2014 00:00,824 days 13:30:00
4904,151,182,26-11-2011 11:30,04-12-2013 00:00,738 days 12:30:00
5536,152,183,26-11-2011 11:30,28-02-2014 00:00,824 days 12:30:00
1781,153,184,26-11-2011 12:00,05-08-2013 00:00,617 days 12:00:00
5535,154,185,26-11-2011 12:30,28-02-2014 00:00,824 days 11:30:00
5534,29,186,28-11-2011 09:00,28-02-2014 00:00,822 days 15:00:00
5531,30,187,28-11-2011 09:30,28-02-2014 00:00,822 days 14:30:00
5532,155,188,28-11-2011 09:30,28-02-2014 00:00,822 days 14:30:00
5533,156,189,28-11-2011 09:30,28-02-2014 00:00,822 days 14:30:00
5530,157,190,28-11-2011 10:30,28-02-2014 00:00,822 days 13:30:00
5529,158,191,28-11-2011 11:00,28-02-2014 00:00,822 days 13:00:00
5528,159,192,28-11-2011 11:00,28-02-2014 00:00,822 days 13:00:00
5525,31,193,28-11-2011 12:30,28-02-2014 00:00,822 days 11:30:00
5526,32,194,28-11-2011 12:30,28-02-2014 00:00,822 days 11:30:00
5527,33,195,28-11-2011 12:30,28-02-2014 00:00,822 days 11:30:00
5524,160,196,28-11-2011 13:00,28-02-2014 00:00,822 days 11:00:00
5523,161,197,28-11-2011 13:00,28-02-2014 00:00,822 days 11:00:00
5521,34,198,28-11-2011 13:30,28-02-2014 00:00,822 days 10:30:00
5522,162,199,28-11-2011 13:30,28-02-2014 00:00,822 days 10:30:00
5519,163,200,29-11-2011 09:30,28-02-2014 00:00,821 days 14:30:00
5520,164,201,29-11-2011 09:30,28-02-2014 00:00,821 days 14:30:00
1140,165,202,29-11-2011 10:30,09-06-2013 23:30,558 days 13:00:00
5518,166,203,29-11-2011 11:30,28-02-2014 00:00,821 days 12:30:00
829,167,204,29-11-2011 12:30,26-04-2013 00:00,513 days 11:30:00
5517,168,205,29-11-2011 13:00,28-02-2014 00:00,821 days 11:00:00
5516,169,206,29-11-2011 13:30,28-02-2014 00:00,821 days 10:30:00
5515,170,207,29-11-2011 15:30,28-02-2014 00:00,821 days 08:30:00
5514,171,208,30-11-2011 09:00,28-02-2014 00:00,820 days 15:00:00
5513,172,209,30-11-2011 09:30,28-02-2014 00:00,820 days 14:30:00
5512,173,210,30-11-2011 09:30,28-02-2014 00:00,820 days 14:30:00
5511,174,211,30-11-2011 10:00,28-02-2014 00:00,820 days 14:00:00
5510,175,212,30-11-2011 10:00,28-02-2014 00:00,820 days 14:00:00
5509,176,213,30-11-2011 10:00,28-02-2014 00:00,820 days 14:00:00
5508,177,214,30-11-2011 10:30,28-02-2014 00:00,820 days 13:30:00
5507,178,215,30-11-2011 11:30,28-02-2014 00:00,820 days 12:30:00
5506,179,216,30-11-2011 12:00,28-02-2014 00:00,820 days 12:00:00
5505,180,217,30-11-2011 13:00,28-02-2014 00:00,820 days 11:00:00
5503,181,218,30-11-2011 14:00,28-02-2014 00:00,820 days 10:00:00
5504,35,219,30-11-2011 14:00,28-02-2014 00:00,820 days 10:00:00
5502,182,220,30-11-2011 15:30,28-02-2014 00:00,820 days 08:30:00
5501,183,221,01-12-2011 09:00,28-02-2014 00:00,819 days 15:00:00
5500,184,222,01-12-2011 09:30,28-02-2014 00:00,819 days 14:30:00
275,185,223,01-12-2011 10:00,05-02-2013 23:30,432 days 13:30:00
2754,186,224,01-12-2011 10:00,11-09-2013 00:00,649 days 14:00:00
345,187,225,01-12-2011 10:00,22-03-2013 00:00,476 days 14:00:00
5497,188,226,01-12-2011 10:30,28-02-2014 00:00,819 days 13:30:00
5498,189,227,01-12-2011 10:30,28-02-2014 00:00,819 days 13:30:00
5499,190,228,01-12-2011 10:30,28-02-2014 00:00,819 days 13:30:00
5496,191,229,01-12-2011 11:00,28-02-2014 00:00,819 days 13:00:00
5495,192,230,01-12-2011 11:00,28-02-2014 00:00,819 days 13:00:00
5494,193,231,01-12-2011 11:30,28-02-2014 00:00,819 days 12:30:00
5493,194,232,01-12-2011 12:00,28-02-2014 00:00,819 days 12:00:00
5492,195,233,01-12-2011 13:00,28-02-2014 00:00,819 days 11:00:00
5491,196,234,01-12-2011 13:00,28-02-2014 00:00,819 days 11:00:00
5227,197,235,01-12-2011 13:30,01-02-2014 00:00,792 days 10:30:00
5490,36,236,01-12-2011 14:00,28-02-2014 00:00,819 days 10:00:00
5483,198,237,03-12-2011 00:30,28-02-2014 00:00,817 days 23:30:00
5489,199,238,02-12-2011 09:30,28-02-2014 00:00,818 days 14:30:00
5488,200,239,02-12-2011 10:00,28-02-2014 00:00,818 days 14:00:00
4126,201,240,02-12-2011 10:00,14-10-2013 00:00,681 days 14:00:00
301,202,241,02-12-2011 10:30,21-02-2013 00:00,446 days 13:30:00
5487,203,242,02-12-2011 10:30,28-02-2014 00:00,818 days 13:30:00
5486,204,243,02-12-2011 11:00,28-02-2014 00:00,818 days 13:00:00
5485,205,244,02-12-2011 12:00,28-02-2014 00:00,818 days 12:00:00
5484,206,245,02-12-2011 13:30,28-02-2014 00:00,818 days 10:30:00
5482,207,246,03-12-2011 09:00,28-02-2014 00:00,817 days 15:00:00
5481,37,247,03-12-2011 10:00,28-02-2014 00:00,817 days 14:00:00
5480,208,248,03-12-2011 10:00,28-02-2014 00:00,817 days 14:00:00
1152,209,249,08-08-2012 00:30,28-02-2014 00:00,568 days 23:30:00
5479,210,250,03-12-2011 10:30,28-02-2014 00:00,817 days 13:30:00
5475,211,251,03-12-2011 12:00,28-02-2014 00:00,817 days 12:00:00
5477,212,252,03-12-2011 12:00,28-02-2014 00:00,817 days 12:00:00
5476,213,253,03-12-2011 12:00,28-02-2014 00:00,817 days 12:00:00
5478,214,254,03-12-2011 12:00,28-02-2014 00:00,817 days 12:00:00
5474,215,255,03-12-2011 15:00,28-02-2014 00:00,817 days 09:00:00
5473,216,256,05-12-2011 09:00,28-02-2014 00:00,815 days 15:00:00
5472,38,257,05-12-2011 09:30,28-02-2014 00:00,815 days 14:30:00
5471,217,258,05-12-2011 10:00,28-02-2014 00:00,815 days 14:00:00
5469,39,259,05-12-2011 10:00,28-02-2014 00:00,815 days 14:00:00
5470,218,260,05-12-2011 10:00,28-02-2014 00:00,815 days 14:00:00
5468,40,261,05-12-2011 10:30,28-02-2014 00:00,815 days 13:30:00
5467,219,262,05-12-2011 11:00,28-02-2014 00:00,815 days 13:00:00
5466,220,263,05-12-2011 11:00,28-02-2014 00:00,815 days 13:00:00
5465,221,264,05-12-2011 12:00,28-02-2014 00:00,815 days 12:00:00
5463,41,265,05-12-2011 12:00,28-02-2014 00:00,815 days 12:00:00
5464,42,266,05-12-2011 12:00,28-02-2014 00:00,815 days 12:00:00
5462,222,267,05-12-2011 12:30,28-02-2014 00:00,815 days 11:30:00
5461,223,268,05-12-2011 13:00,28-02-2014 00:00,815 days 11:00:00
5460,224,269,05-12-2011 13:00,28-02-2014 00:00,815 days 11:00:00
5459,225,270,05-12-2011 13:00,28-02-2014 00:00,815 days 11:00:00
5458,226,271,05-12-2011 13:30,28-02-2014 00:00,815 days 10:30:00
5457,227,272,06-12-2011 09:30,28-02-2014 00:00,814 days 14:30:00
5456,228,273,06-12-2011 09:30,28-02-2014 00:00,814 days 14:30:00
5455,229,274,06-12-2011 10:00,28-02-2014 00:00,814 days 14:00:00
4816,230,275,29-02-2012 13:00,28-02-2014 00:00,729 days 11:00:00
4815,231,276,29-02-2012 13:30,28-02-2014 00:00,729 days 10:30:00
4814,232,277,29-02-2012 14:00,28-02-2014 00:00,729 days 10:00:00
4813,43,278,29-02-2012 14:30,28-02-2014 00:00,729 days 09:30:00
4812,233,279,29-02-2012 15:30,28-02-2014 00:00,729 days 08:30:00
4811,234,280,01-03-2012 10:00,28-02-2014 00:00,728 days 14:00:00
4810,235,281,01-03-2012 10:30,28-02-2014 00:00,728 days 13:30:00
4809,236,282,01-03-2012 10:30,28-02-2014 00:00,728 days 13:30:00
4808,237,283,01-03-2012 11:30,28-02-2014 00:00,728 days 12:30:00
1145,238,284,01-03-2012 13:00,14-09-2013 00:00,561 days 11:00:00
4807,239,285,01-03-2012 13:00,28-02-2014 00:00,728 days 11:00:00
4806,44,286,01-03-2012 13:30,28-02-2014 00:00,728 days 10:30:00
2663,240,287,01-03-2012 14:00,09-12-2013 00:00,647 days 10:00:00
4804,45,288,01-03-2012 15:00,28-02-2014 00:00,728 days 09:00:00
4802,241,289,02-03-2012 09:00,28-02-2014 00:00,727 days 15:00:00
4803,46,290,02-03-2012 09:00,28-02-2014 00:00,727 days 15:00:00
4801,242,291,02-03-2012 09:30,28-02-2014 00:00,727 days 14:30:00
4799,47,292,02-03-2012 10:00,28-02-2014 00:00,727 days 14:00:00
4800,48,293,02-03-2012 10:00,28-02-2014 00:00,727 days 14:00:00
4797,243,294,02-03-2012 11:00,28-02-2014 00:00,727 days 13:00:00
4798,244,295,02-03-2012 11:00,28-02-2014 00:00,727 days 13:00:00
4796,245,296,02-03-2012 11:30,28-02-2014 00:00,727 days 12:30:00
4794,246,297,02-03-2012 12:00,28-02-2014 00:00,727 days 12:00:00
4795,49,298,02-03-2012 12:00,28-02-2014 00:00,727 days 12:00:00
4793,247,299,02-03-2012 14:00,28-02-2014 00:00,727 days 10:00:00
4792,248,300,03-03-2012 10:00,28-02-2014 00:00,726 days 14:00:00
4791,249,301,03-03-2012 11:00,28-02-2014 00:00,726 days 13:00:00
4790,250,302,05-03-2012 09:30,28-02-2014 00:00,724 days 14:30:00
4789,50,303,05-03-2012 10:00,28-02-2014 00:00,724 days 14:00:00
4788,251,304,05-03-2012 11:00,28-02-2014 00:00,724 days 13:00:00
4787,252,305,05-03-2012 11:00,28-02-2014 00:00,724 days 13:00:00
4786,253,306,05-03-2012 12:30,28-02-2014 00:00,724 days 11:30:00
4785,254,307,05-03-2012 13:00,28-02-2014 00:00,724 days 11:00:00
4784,255,308,05-03-2012 13:30,28-02-2014 00:00,724 days 10:30:00
4781,256,309,06-03-2012 00:30,28-02-2014 00:00,723 days 23:30:00
4783,257,310,05-03-2012 15:00,28-02-2014 00:00,724 days 09:00:00
4782,258,311,06-03-2012 00:30,28-02-2014 00:00,723 days 23:30:00
4780,259,312,06-03-2012 10:00,28-02-2014 00:00,723 days 14:00:00
4736,260,313,06-03-2012 10:00,23-02-2014 00:00,718 days 14:00:00
4779,261,314,06-03-2012 10:00,28-02-2014 00:00,723 days 14:00:00
4778,262,315,06-03-2012 10:30,28-02-2014 00:00,723 days 13:30:00
4777,263,316,06-03-2012 10:30,28-02-2014 00:00,723 days 13:30:00
4776,264,317,06-03-2012 11:00,28-02-2014 00:00,723 days 13:00:00
4775,265,318,06-03-2012 11:30,28-02-2014 00:00,723 days 12:30:00
4774,266,319,06-03-2012 12:00,28-02-2014 00:00,723 days 12:00:00
4773,267,320,06-03-2012 12:30,28-02-2014 00:00,723 days 11:30:00
4772,268,321,06-03-2012 12:30,28-02-2014 00:00,723 days 11:30:00
4771,269,322,06-03-2012 12:30,28-02-2014 00:00,723 days 11:30:00
4770,270,323,06-03-2012 14:00,28-02-2014 00:00,723 days 10:00:00
4769,271,324,06-03-2012 14:00,28-02-2014 00:00,723 days 10:00:00
1956,272,325,07-03-2012 09:00,23-11-2013 00:00,625 days 15:00:00
4768,273,326,07-03-2012 09:00,28-02-2014 00:00,722 days 15:00:00
4767,274,327,07-03-2012 09:30,28-02-2014 00:00,722 days 14:30:00
4766,51,328,07-03-2012 09:30,28-02-2014 00:00,722 days 14:30:00
4765,275,329,07-03-2012 10:00,28-02-2014 00:00,722 days 14:00:00
4764,276,330,07-03-2012 11:00,28-02-2014 00:00,722 days 13:00:00
4763,277,331,07-03-2012 11:30,28-02-2014 00:00,722 days 12:30:00
4762,278,332,07-03-2012 11:30,28-02-2014 00:00,722 days 12:30:00
4761,279,333,07-03-2012 13:00,28-02-2014 00:00,722 days 11:00:00
4760,280,334,07-03-2012 13:30,28-02-2014 00:00,722 days 10:30:00
4347,281,335,07-03-2012 14:30,30-01-2014 00:00,693 days 09:30:00
1154,52,336,08-03-2012 09:30,30-09-2013 00:00,570 days 14:30:00
4759,282,337,08-03-2012 09:30,28-02-2014 00:00,721 days 14:30:00
1926,283,338,08-03-2012 10:00,23-11-2013 00:00,624 days 14:00:00
4758,53,339,08-03-2012 10:00,28-02-2014 00:00,721 days 14:00:00
4757,284,340,08-03-2012 10:30,28-02-2014 00:00,721 days 13:30:00
4756,285,341,08-03-2012 11:00,28-02-2014 00:00,721 days 13:00:00
4755,54,342,08-03-2012 12:00,28-02-2014 00:00,721 days 12:00:00
4754,286,343,08-03-2012 13:00,28-02-2014 00:00,721 days 11:00:00
4753,55,344,08-03-2012 13:30,28-02-2014 00:00,721 days 10:30:00
4752,287,345,09-03-2012 09:00,28-02-2014 00:00,720 days 15:00:00
4751,288,346,09-03-2012 09:30,28-02-2014 00:00,720 days 14:30:00
4750,289,347,09-03-2012 10:00,28-02-2014 00:00,720 days 14:00:00
4749,290,348,09-03-2012 10:30,28-02-2014 00:00,720 days 13:30:00
4748,291,349,09-03-2012 11:00,28-02-2014 00:00,720 days 13:00:00
4746,292,350,09-03-2012 12:30,28-02-2014 00:00,720 days 11:30:00
4745,293,351,09-03-2012 13:00,28-02-2014 00:00,720 days 11:00:00
4743,56,352,09-03-2012 13:00,28-02-2014 00:00,720 days 11:00:00
4744,294,353,09-03-2012 13:00,28-02-2014 00:00,720 days 11:00:00
4742,57,354,09-03-2012 14:30,28-02-2014 00:00,720 days 09:30:00
4741,295,355,10-03-2012 09:00,28-02-2014 00:00,719 days 15:00:00
164,296,356,10-03-2012 09:00,18-02-2013 00:00,344 days 15:00:00
4740,297,357,10-03-2012 09:30,28-02-2014 00:00,719 days 14:30:00
289,298,358,10-03-2012 10:30,22-05-2013 00:00,437 days 13:30:00
4739,299,359,10-03-2012 10:30,28-02-2014 00:00,719 days 13:30:00
